URL;A1;A2;A4;A5;A6;A7;A8;A9;A10;A11;A12
M4_1554;34;10;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1555;41;11;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1556;35;10;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1557;34;10;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1558;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1559;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1560;41;11;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1561;34;10;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1562;48;12;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1563;48;12;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1564;35;10;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1565;34;10;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1566;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1567;41;11;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1568;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1569;48;12;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1570;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1571;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1572;41;11;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1573;34;10;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1574;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1575;48;12;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1576;41;11;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1577;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1578;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1579;57;13;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1580;71;15;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1581;48;12;utf-8;nginx;must-revalidate, private, max-age=0;None;BR;None;None;None;alberi.com.br
M4_1582;55;15;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1583;68;15;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1584;68;15;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1585;99;19;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1586;33;10;utf-8;nginx;must-revalidate, private, max-age=0;None;None;None;None;None;alberi.com.br
M4_1587;33;8;iso-8859-1;Apache;None;399;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1588;161;32;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1589;165;33;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1590;166;34;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1591;173;34;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1592;163;33;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1593;173;34;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1594;172;34;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1595;167;33;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1596;165;33;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1597;182;35;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1598;160;32;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1599;177;35;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1600;80;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1601;81;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1602;81;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1603;83;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1604;68;15;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1605;69;15;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1606;115;23;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1607;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1608;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1609;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1610;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1611;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1612;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1613;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1614;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1615;92;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1616;79;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1617;80;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1618;80;17;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1619;152;28;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1620;100;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1621;113;22;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1622;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1623;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1624;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1625;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1626;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1627;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1628;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1629;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1630;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1631;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1632;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1633;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1634;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1635;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1636;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1637;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1638;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1639;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1640;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1641;105;21;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1642;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1643;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1644;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1645;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1646;95;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1647;96;19;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1648;120;23;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1649;127;23;UTF-8;Apache;None;None;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1650;28;8;iso-8859-1;Apache;None;399;None;None;7/11/2009 0:00;10/11/2015 0:00;homesofbr.com
M4_1651;39;10;iso-8859-1;Apache;None;329;BR;None;None;None;abesprev.com.br
M4_1652;76;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1653;59;13;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1654;60;13;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1655;60;13;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1656;72;15;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1657;87;19;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1658;88;19;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1659;82;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1660;82;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1661;86;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1662;121;23;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1663;122;24;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1664;241;19;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1665;78;17;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1666;78;17;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1667;78;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1668;147;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1669;147;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1670;150;29;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1671;103;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1672;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1673;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1674;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1675;103;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1676;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1677;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1678;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1679;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1680;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1681;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1682;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1683;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1684;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1685;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1686;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1687;78;17;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1688;78;17;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1689;78;17;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1690;146;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1691;146;28;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1692;146;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1693;150;29;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1694;91;18;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1695;92;18;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1696;92;18;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1697;103;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1698;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1699;103;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1700;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1701;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1702;103;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1703;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1704;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1705;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1706;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1707;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1708;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1709;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1710;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1711;104;21;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1712;104;21;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1713;147;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1714;150;29;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1715;146;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1716;106;22;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1717;107;22;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1718;107;22;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1719;109;22;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1720;107;22;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1721;108;22;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1722;108;22;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1723;140;28;UTF-8;Apache;None;None;None;None;None;None;alarmstore.com.br
M4_1724;229;20;UTF-8;Apache;None;None;BR;None;None;None;alarmstore.com.br
M4_1725;36;10;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;neapc.com.br
M4_1726;32;10;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;None;None;neapc.com.br
M4_1727;34;9;iso-8859-1;Apache;None;329;None;None;None;None;deanima.at
M4_1728;34;9;iso-8859-1;Apache;None;329;None;None;None;None;deanima.at
M4_1729;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;5109;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1730;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3465;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1731;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3146;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1732;95;19;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3672;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1733;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2921;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1734;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3431;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1735;107;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;5719;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1736;82;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4360;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1737;83;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2756;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1738;80;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2302;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1739;80;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2302;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1740;80;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2302;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1741;80;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2302;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1742;95;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3971;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1743;108;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3634;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1744;108;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3663;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1745;108;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;3466;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1746;108;22;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4302;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1747;108;22;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4700;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1748;132;30;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4243;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1749;99;21;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4323;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1750;117;28;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4771;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1751;136;29;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4398;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1752;120;23;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;5178;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1753;120;23;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;5467;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1754;120;23;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4701;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1755;132;30;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4243;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1756;83;17;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;2690;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1757;117;28;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4771;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1758;136;29;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;4398;BRASIL;AL;13/05/2011 0:00;8/05/2016 0:00;solenardelli.com
M4_1759;63;13;utf-8;nginx;no-cache;None;BR;None;None;None;bandabiografia.com.br
M4_1760;72;15;utf-8;nginx;no-cache;None;BR;None;None;None;bandabiografia.com.br
M4_1761;63;13;utf-8;nginx;no-cache;None;BR;None;None;None;bandabiografia.com.br
M4_1762;66;13;utf-8;nginx;no-cache;None;BR;None;None;None;bandabiografia.com.br
M4_1763;64;12;utf-8;nginx;no-cache;None;None;None;None;None;bandabiografia.com.br
M4_1764;68;14;utf-8;nginx;no-cache;None;None;None;None;None;bandabiografia.com.br
M4_1765;65;12;utf-8;nginx;no-cache;None;None;None;None;None;bandabiografia.com.br
M4_1766;52;11;utf-8;nginx;no-cache;None;None;None;None;None;bandabiografia.com.br
M4_1767;86;15;utf-8;nginx;max-age=60;None;None;None;None;None;bandabiografia.com.br
M4_1768;93;18;utf-8;nginx;max-age=60;None;None;None;None;None;bandabiografia.com.br
M4_1769;98;18;utf-8;nginx;max-age=60;None;None;None;None;None;bandabiografia.com.br
M4_1770;107;20;utf-8;nginx;max-age=60;None;None;None;None;None;bandabiografia.com.br
M4_1771;41;10;iso-8859-1;#NAME?;None;329;None;None;None;None;productiva.com.br
M4_1772;30;8;iso-8859-1;Apache/2.2.17 (Win32);None;214;cn;guangdong;1/08/2016 0:00;3/08/2016 0:00;bjgdhm.com
M4_1773;35;8;ISO-8859-1;Apache/2.0.54 (Fedora);None;5717;US;CT;27/06/2006 0:00;28/06/2016 0:00;appieshost5.com
M4_1774;42;10;ISO-8859-1;Apache/2.0.54 (Fedora);None;5717;US;CT;27/06/2006 0:00;28/06/2016 0:00;appieshost5.com
M4_1775;33;9;iso-8859-1;nginx/1.0.15;None;210;CN;shan xi;28/08/2014 0:00;19/02/2017 0:00;szgmd.com
M4_1776;53;9;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1777;99;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1778;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1779;100;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1780;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1781;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1782;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1783;100;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1784;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1785;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1786;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1787;139;20;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1788;139;20;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1789;139;20;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1790;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
M4_1791;102;18;utf-8;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;AZ;1/12/2003 0:00;20/01/2016 0:00;bestwesternalfaaeropuerto.com
