URL;A1;A2;A4;A5;A6;A7;A8;A9;A10;A11;A12
B0_24076;95;16;utf-8;nginx;None;None;None;None;21/02/2000 0:00;25/09/2016 0:00;berecruited.com
B0_24077;218;35;iso-8859-1;Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;None;644;None;None;20/04/2010 0:00;16/04/2017 0:00;pontchamplainbridge.ca
B0_24078;70;13;utf-8;Apache;None;11217;None;None;None;None;cybermuse.gallery.ca
B0_24079;52;10;ISO-8859-1;Apache;None;14203;None;None;24/04/1999 0:00;23/02/2015 0:00;baseball-almanac.com
B0_24080;32;8;UTF-8;Server;None;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_24081;99;21;ISO-8859-1;Apache;private;7211;US;NY;18/01/1994 0:00;21/10/2016 0:00;nytimes.com
B0_24083;63;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CO;21/05/2014 0:00;25/02/2017 0:00;bestmmafighters.com
B0_24084;39;7;UTF-8;Apache;None;9162;None;None;2/04/2010 0:00;3/04/2017 0:00;careersatsafeway.com
B0_24085;88;18;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;6390;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24086;70;14;UTF-8;LiteSpeed;public,max-age=600;10709;None;None;18/09/1998 0:00;25/08/2016 0:00;fanfiction.net
B0_24087;48;11;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_24088;31;7;ISO-8859-1;None;no-cache;776;None;None;24/10/2003 0:00;3/04/2017 0:00;ksucreditunion.com
B0_24089;87;11;UTF-8;nginx/1.4.6 (Ubuntu);None;None;US;CA;14/12/1995 5:00;6/12/2016 21:52;archive.org
B0_24090;62;11;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_24091;54;9;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;None;None;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24092;63;11;UTF-8;cloudflare-nginx;no-cache, must-revalidate, max-age=0;None;None;None;3/03/1999 0:00;14/04/2015 0:00;allbusiness.com
B0_24093;42;9;utf-8;nginx;no-cache;None;US;California;24/09/2006 0:00;26/08/2015 0:00;scribd.com
B0_24094;55;10;utf-8;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;max-age=604800, public;None;None;None;25/05/2004 0:00;20/06/2011 0:00;trendhunter.com
B0_24095;49;11;UTF-8;Apache;private;None;None;None;None;None;nih.gov
B0_24096;49;11;ISO-8859-1;nginx/1.2.8;no-transform, private, post-check=0, pre-check=0, max-age=0;5777;PA;PANAMA;21/10/2008 0:00;21/10/2016 0:00;exbii.com
B0_24097;89;13;utf-8;Apache;public, max-age=120;33868;US;NY;27/01/1995 0:00;24/01/2017 0:00;businessweek.com
B0_24098;46;9;utf-8;Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35;max-age=0, no-cache, no-store;7052;None;None;14/02/2000 0:00;14/02/2016 0:00;mp3raid.com
B0_24099;56;10;ISO-8859-1;cloudflare-nginx;no-cache;None;CA;ON;2/03/1995 0:00;6/02/2017 0:00;topix.com
B0_24100;43;8;utf-8;nginx/1.1.19;max-age=0, private, must-revalidate;None;None;None;9/12/1996 0:00;9/10/2015 0:00;spoke.com
B0_24101;33;8;UTF-8;Server;None;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_24102;56;10;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24103;44;9;UTF-8;mw2108.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24104;60;9;ISO-8859-1;Protected by COMODO WAF;None;11154;CA;BC;25/11/2016 0:00;24/12/2016 0:00;americanhystericalsociety.com
B0_24105;138;21;ISO-8859-1;Microsoft-IIS/6.0;post-check=0, pre-check=0;None;US;FL;6/07/1998 4:00;2/12/2016 15:37;kclibrary.org
B0_24106;37;9;UTF-8;Apache;None;3013;None;None;20/10/1998 0:00;4/12/2013 0:00;ask.com
B0_24107;56;11;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;14/04/2006 0:00;27/01/2016 0:00;stockmarketfunding.com
B0_24108;52;9;utf-8;nginx;public, max-age=1800;None;None;None;14/12/1994 0:00;16/11/2015 0:00;straight.com
B0_24109;52;10;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;None;None;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24111;47;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;UT;26/05/1997 0:00;23/04/2017 0:00;genforum.com
B0_24112;52;9;ISO-8859-1;Apache/2.2.3 (Red Hat);public, max-age=30;12768;None;None;16/10/2000 0:00;25/10/2016 0:00;cbc.ca
B0_24113;55;10;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;44582;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_24114;31;6;ISO-8859-1;Apache;no-store;None;None;None;22/04/1997 0:00;22/02/2017 0:00;mylife.com
B0_24115;64;11;iso-8859-1;None;None;411;US;MA;25/02/1995 0:00;14/02/2017 0:00;eagletribune.com
B0_24116;33;6;UTF-8;Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;FL;17/07/2000 7:00;11/03/2017 19:46;maverickentertainment.cc
B0_24117;86;15;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;11970;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24118;73;16;ISO-8859-1;None;max-age=60;None;US;NJ;23/10/1994 0:00;1/11/2016 0:00;nj.com
B0_24119;71;12;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;6327;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24120;54;8;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24121;60;14;None;Varnish;None;2075;US;NY;3/07/1998 0:00;6/12/2016 0:00;allexperts.com
B0_24122;30;7;ISO-8859-1;Apache;no-store;None;None;None;22/04/1997 0:00;22/02/2017 0:00;mylife.com
B0_24123;24;6;ISO-8859-1;Apache;None;None;None;None;2/05/1997 0:00;5/02/2014 0:00;guitarnotes.com
B0_24124;83;16;UTF-8;Jetty(9.0.z-SNAPSHOT);None;None;US;NY;12/03/1999 0:00;16/11/2016 0:00;about.com
B0_24125;54;8;utf-8;None;None;12159;US;PA;7/08/1995 0:00;27/03/2014 0:00;fandango.com
B0_24127;75;16;us-ascii;Microsoft-HTTPAPI/2.0;None;324;CA;ON;6/11/1998 0:00;23/10/2015 0:00;wsucougars.com
B0_24128;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_24129;76;12;UTF-8;Apache-Coyote/1.1;"no-cache=""set-cookie""";17725;None;None;9/01/2007 0:00;30/04/2013 0:00;worthpoint.com
B0_24131;71;15;UTF-8;cloudflare-nginx;max-age=0;None;US;CA;5/10/2004 0:00;5/10/2016 0:00;hightechdad.com
B0_24132;88;19;UTF-8;nginx/1.7.6;None;None;None;None;30/10/2008 0:00;17/06/2016 0:00;shockya.com
B0_24133;66;11;utf-8;Apache;max-age=1209600, public, must-revalidate;None;CA;BC;18/10/2008 0:00;18/09/2016 0:00;ihatetaxis.com
B0_24134;40;9;UTF-8;Apache;private;None;None;None;None;None;nih.gov
B0_24135;92;18;ISO-8859-1;None;max-age=60;None;US;NJ;2/07/1996 0:00;1/11/2016 0:00;cleveland.com
B0_24136;39;8;utf-8;YouTubeFrontEnd;no-cache;None;None;None;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_24138;29;6;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;US;CA;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24139;43;8;iso-8859-1;Apache;None;336;AF;QC;18/07/2010 0:00;17/07/2016 0:00;ostadshagerd.com
B0_24140;69;14;UTF-8;Jetty(9.0.z-SNAPSHOT);None;None;US;NY;12/03/1999 0:00;16/11/2016 0:00;about.com
B0_24141;77;11;utf-8;Apache-Coyote/1.1;None;2499;US;MA;24/08/1998 0:00;28/11/2016 0:00;legendsofhockey.net
B0_24142;67;12;UTF-8;cloudflare-nginx;no-cache, must-revalidate, max-age=0;None;None;None;27/09/1999 0:00;2/05/2016 0:00;filmmakermagazine.com
B0_24143;60;12;utf-8;Apache;no-cache;None;None;None;18/01/1994 0:00;21/10/2016 0:00;nytimes.com
B0_24144;54;9;ISO-8859-1;Apache/2.2.32 (Unix) mod_ssl/2.2.32 OpenSSL/1.0.1e-fips mod_bwlimited/1.4;None;1967;None;None;2/07/1999 0:00;15/07/2015 0:00;primaryresources.co.uk
B0_24145;23;6;ISO-8859-1;nginx/1.12.0;None;None;US;North Carolina;18/06/2007 0:00;15/06/2016 0:00;ashjoielee.com
B0_24146;53;11;UTF-8;Apache/2.4.25;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;5221;US;Arizona;4/10/2003 2:19;5/10/2016 4:36;projectjason.org
B0_24147;52;10;utf-8;cloudflare-nginx;public, max-age=1800;None;None;None;8/02/2000 0:00;8/02/2017 0:00;buzzflash.com
B0_24149;32;8;UTF-8;Server;None;None;US;WA;5/01/1996 0:00;5/05/2016 0:00;imdb.com
B0_24150;57;9;ISO-8859-1;Apache;max-age=0, no-cache, no-store;4989;None;None;10/03/2000 0:00;9/01/2017 0:00;virginiabeachattorney.com
B0_24151;53;9;UTF-8;Apache;private;2086;US;CA;11/09/1997 4:00;9/12/2015 14:43;craigslist.org
B0_24152;53;10;utf-8;nginx;max-age=172886;11272;GB;None;21/02/1997 0:00;18/05/2015 0:00;film4.com
B0_24153;44;11;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_24155;35;7;utf-8;Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.45;None;4101;None;None;24/06/2005 0:00;5/06/2016 0:00;artistwiki.com
B0_24157;25;6;ISO-8859-1;Apache/2.4.25;None;857;None;None;12/04/2000 0:00;2/04/2017 0:00;apwpresident.com
B0_24158;35;8;ISO-8859-1;cloudflare-nginx;None;None;None;None;None;None;zeroland.co.nz
B0_24159;42;9;us-ascii;Microsoft-HTTPAPI/2.0;None;324;CA;BC;27/03/1996 0:00;27/02/2017 0:00;morec.com
B0_24160;42;10;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_24161;39;8;utf-8;YouTubeFrontEnd;no-cache;None;US;CA;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_24162;151;25;ISO-8859-1;Microsoft-IIS/7.5;None;1245;US;Nevada;18/05/2003 7:22;19/05/2016 15:04;websters-online-dictionary.org
B0_24164;48;9;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;None;None;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24165;67;14;UTF-8;mw2234.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24166;55;11;UTF-8;None;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;9627;None;None;26/02/2002 0:00;27/02/2017 0:00;oldride.com
B0_24167;112;16;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;CO;30/05/2014 0:00;25/02/2017 0:00;blockbillionaires.com
B0_24168;45;10;UTF-8;mw2108.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24169;53;11;UTF-8;329;None;11364;None;None;11/01/2005 0:00;23/01/2014 0:00;4shared.com
B0_24171;59;11;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;16/06/2008 0:00;17/05/2016 0:00;cylex.ca
B0_24172;64;13;ISO-8859-1;nginx;None;162;FR;Paris;29/03/2005 0:00;29/02/2016 0:00;videojug.com
B0_24173;85;15;UTF-8;Apache;None;None;None;None;16/05/2005 0:00;28/04/2017 0:00;kuklaskorner.com
B0_24174;17;6;UTF-8;Flywheel/4.1.0;public;None;US;VA;31/08/1996 4:00;12/01/2012 15:59;deca.org
B0_24175;32;8;ISO-8859-1;lighttpd/1.4.30;None;None;CA;QC;18/12/2005 0:00;8/12/2016 0:00;otakuthon.com
B0_24176;62;11;us-ascii;None;public, max-age=0;257;US;WA;22/03/1999 0:00;15/07/2016 0:00;healthgrades.com
B0_24177;59;12;UTF-8;Apache;None;195;US;PA;25/12/2016 0:00;25/12/2016 0:00;huntearth.com
B0_24178;34;8;ISO-8859-1;Apache;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;US;NY;4/02/2003 0:00;31/03/2015 0:00;mocpages.com
B0_24180;34;7;utf-8;Google Frontend;no-cache, no-store, max-age=0, must-revalidate;29984;US;CA;15/07/2005 0:00;13/06/2016 0:00;panoramio.com
B0_24181;54;9;UTF-8;nginx;max-age=0, no-cache, no-store;19862;US;CA;6/12/1994 0:00;3/11/2015 0:00;tvguide.com
B0_24183;57;12;utf-8;Apache;no-cache;None;US;NY;18/01/1994 0:00;21/10/2016 0:00;nytimes.com
B0_24184;45;9;iso-8859-1;cloudflare-nginx;None;None;US;MA;21/08/1998 0:00;3/10/2016 0:00;hockeydb.com
B0_24185;90;14;utf-8;nginx;None;25559;None;None;19/04/2006 0:00;29/07/2013 0:00;blockshopper.com
B0_24186;30;7;UTF-8;Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.6.18;max-age=2592000;None;PA;PANAMA;27/03/2008 0:00;25/02/2017 0:00;extensionfile.net
B0_24187;24;6;utf-8;None;no-cache;None;None;None;22/02/1996 0:00;16/01/2015 0:00;myspace.com
B0_24188;47;11;utf-8;nginx/1.8.1;public, max-age=565;None;US;NY;18/10/1994 0:00;6/10/2016 0:00;nhl.com
B0_24189;43;7;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;13/06/2002 0:00;14/06/2016 0:00;josephcantave.net
B0_24190;80;15;UTF-8;mw2109.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24191;61;10;ISO-8859-1;Apache;None;489;None;None;22/02/2000 0:00;16/11/2013 0:00;silicomventures.com
B0_24192;55;10;UTF-8;nginx/1.12.0;no-cache, must-revalidate, max-age=0;2994;US;Arizona;11/02/2008 18:55;20/01/2017 5:41;ctstudentfilms.org
B0_24193;43;8;UTF-8;nginx/1.10.0 (Ubuntu);private;None;PA;PANAMA;6/01/2008 0:00;18/12/2015 0:00;canadalawyerlist.com
B0_24194;33;6;utf-8;None;no-cache;None;None;None;22/02/1996 0:00;16/01/2015 0:00;myspace.com
B0_24195;65;12;UTF-8;mw2184.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24196;55;10;iso-8859-1;Apache;None;241;None;None;16/05/1995 0:00;21/10/2016 0:00;ancestry.com
B0_24197;39;8;utf-8;YouTubeFrontEnd;no-cache;None;None;None;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_24198;69;13;UTF-8;Apache/2.4.25 (Fedora);None;954;None;None;None;None;generals.dk
B0_24199;59;10;ISO-8859-1;Microsoft-IIS/7.5;None;11;US;WA;13/09/2000 0:00;29/08/2016 0:00;absoluteastronomy.com
B0_24201;54;9;utf-8;Microsoft-IIS/8.5;private;4872;None;None;10/06/1996 0:00;5/08/2015 0:00;manufacturersnews.com
B0_24202;40;8;utf-8;Pepyaka/1.11.3;no-cache;1098;US;CT;27/09/2006 0:00;8/08/2015 0:00;montrealhockey-usa.com
B0_24203;58;12;UTF-8;nginx/1.4.6 (Ubuntu);no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;22/09/1996 0:00;25/07/2012 0:00;barkeranimation.com
B0_24204;38;7;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;10890;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24205;35;7;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;19/04/2002 0:00;1/06/2016 0:00;zipcodedownload.com
B0_24206;63;9;utf-8;nginx;None;None;GB;London;21/08/2007 0:00;25/07/2016 0:00;culturelabel.com
B0_24207;34;6;ISO-8859-1;Apache;no-store;None;None;None;22/04/1997 0:00;22/02/2017 0:00;mylife.com
B0_24208;25;7;iso-8859-1;Apache/2.2.29 (Ubuntu);None;199;None;None;None;None;sdsu.edu
B0_24209;28;8;UTF-8;nginx;no-cache, no-store;None;US;CA;11/06/2003 0:00;18/10/2014 0:00;bandcamp.com
B0_24210;58;10;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;43963;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_24211;49;10;ISO-8859-1;Apache;max-age=0;33116;US;MO;12/03/2010 0:00;8/01/2016 0:00;healpth.com
B0_24212;70;13;utf-8;nginx;None;162;None;None;9/02/2007 0:00;7/02/2017 0:00;transfermarkt.co.uk
B0_24213;33;8;utf-8;nginx;must-revalidate;None;US;NY;23/03/1995 0:00;3/03/2017 0:00;wn.com
B0_24214;67;12;iso-8859-1;Apache;None;249;US;UT;16/05/1995 0:00;21/10/2016 0:00;ancestry.com
B0_24215;85;17;utf-8;Microsoft-IIS/7.5;public, max-age=180;9085;None;None;29/04/1994 0:00;30/08/2013 0:00;usatoday.com
B0_24216;35;7;utf-8;Apache;must-revalidate, private, max-age=0;23066;US;CA;4/04/2006 0:00;3/03/2017 0:00;spokeo.com
B0_24217;46;10;utf-8;Apache/2.2.22 (Ubuntu);store, no-cache, must-revalidate, post-check=0, pre-check=0;2623;None;None;None;None;wayne.edu
B0_24218;82;16;UTF-8;Apache;no-cache, must-revalidate, max-age=0;None;None;None;2/06/2008 0:00;14/07/2016 0:00;huskersgameday.com
B0_24219;70;14;utf-8;ATS;None;None;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_24222;46;11;ISO-8859-1;None;None;1819;US;CA;2/11/2002 0:00;2/02/2017 0:00;linkedin.com
B0_24223;66;11;UTF-8;Apache/2.4.10;None;None;FR;None;23/11/1999 0:00;24/10/2016 0:00;horlogeparlante.com
B0_24224;50;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;None;None;12/11/1998 0:00;12/09/2016 0:00;buy.com
B0_24225;122;19;UTF-8;Apache;max-age=300;18902;US;ny;20/05/1996 0:00;19/04/2017 0:00;nfl.com
B0_24226;54;10;UTF-8;mw2224.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24227;131;21;UTF-8;nginx;None;None;None;None;25/01/2000 0:00;7/12/2016 0:00;blackamericaweb.com
B0_24228;117;18;UTF-8;nginx;no-store, no-cache, must-revalidate;None;CA;ON;21/08/2008 0:00;21/08/2016 0:00;fantasysp.com
B0_24229;102;16;us-ascii;Microsoft-IIS/7.5;None;324;None;None;17/11/2006 0:00;31/03/2016 0:00;docstoc.com
B0_24230;38;6;ISO-8859-1;None;private, no-cache, no-store, must-revalidate;None;None;None;29/03/1997 0:00;29/11/2016 0:00;facebook.com
B0_24231;29;6;utf-8;None;no-cache;None;None;None;22/02/1996 0:00;16/01/2015 0:00;myspace.com
B0_24232;65;11;utf-8;Microsoft-IIS/7.5;private;72717;US;FL;7/06/1999 0:00;12/01/2017 0:00;americanmemorabilia.com
B0_24233;59;8;None;tsa_c;None;0;US;CA;21/01/2000 0:00;8/11/2016 0:00;twitter.com
B0_24234;75;12;UTF-8;Server;no-cache;None;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_24235;50;10;ISO-8859-1;Apache/2;None;2623;PA;PANAMA;19/09/2007 0:00;27/08/2016 0:00;bankingcanada.net
B0_24236;41;9;utf-8;Apache;private, s-maxage=0, max-age=0, must-revalidate;43574;CA;ON;9/12/2003 0:00;22/10/2016 0:00;wikia.com
B0_24237;64;15;utf-8;ATS;None;698;US;CA;18/01/1995 0:00;26/08/2015 0:00;yahoo.com
B0_24239;37;8;ISO-8859-1;nginx;None;166;None;None;1/09/2009 0:00;2/09/2015 0:00;comfibook.com
B0_24241;56;12;UTF-8;Apache;None;17250;FR;Paris;20/11/2003 0:00;18/12/2016 0:00;france-voyage.com
B0_24242;24;7;iso-8859-1;Apache;None;240;PA;PANAMA;9/07/1998 0:00;28/03/2017 0:00;gdhour.com
B0_24243;45;8;iso-8859-1;ATS/5.3.0;None;88;US;CA;16/03/2001 0:00;15/02/2017 0:00;proracegroup.com
B0_24244;36;8;utf-8;nginx;max-age=0, no-cache, no-store;None;[u'GB', u'UK'];UK;2002-03-20T23:59:59.0Z;2017-03-07T22:02:38.0Z;last.fm
B0_24245;63;14;utf-8;Apache;private, must-revalidate, s-maxage=0, max-age=0;60658;None;None;20/05/1996 0:00;24/10/2016 0:00;answers.com
B0_24246;52;10;UTF-8;Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.5.38;None;None;AU;None;20/07/2006 0:00;5/03/2013 0:00;whosdatedwho.com
B0_24247;74;12;UTF-8;nginx;no-store, no-cache, must-revalidate, post-check=0, pre-check=0;None;None;None;14/03/2006 0:00;7/03/2014 0:00;livemixtapes.com
B0_24248;29;6;us-ascii;Microsoft-HTTPAPI/2.0;None;324;CA;None;11/03/1996 0:00;12/03/2017 0:00;electricityforum.com
B0_24249;53;9;UTF-8;Apache;None;None;FR;None;28/04/1999 4:40;22/02/2017 17:01;transnationale.org
B0_24250;36;8;UTF-8;Apache/2.2.15 (CentOS);max-age=518400;10292;AU;New South Wales;8/01/2009 10:56;9/01/2017 10:11;thefullwiki.org
B0_24251;49;9;ISO-8859-1;None;no-cache;783;None;None;28/11/1999 0:00;9/09/2013 0:00;pipl.com
B0_24252;79;12;UTF-8;Apache-Coyote/1.1;"no-cache=""set-cookie""";18520;None;None;9/01/2007 0:00;30/04/2013 0:00;worthpoint.com
B0_24253;47;12;UTF-8;Apache;max-age=2592000;1140;SE;None;5/02/2010 0:00;6/02/2017 0:00;plsearch.com
B0_24255;53;12;UTF-8;Apache;None;None;US;NY;14/07/2003 0:00;15/07/2016 0:00;themakeupshow.com
B0_24256;32;7;utf-8;Apache;None;None;SE;None;27/10/2011 0:00;28/10/2016 0:00;whoismark.net
B0_24257;81;15;utf-8;nginx/1.11.10;private;481;None;None;8/10/1998 0:00;5/01/2017 0:00;invaluable.com
B0_24258;88;14;UTF-8;Apache;no-store, no-cache, must-revalidate;None;US;WA;20/02/2006 0:00;22/02/2017 0:00;virtualglobetrotting.com
B0_24259;29;6;us-ascii;Microsoft-IIS/7.5;None;324;None;None;21/08/2000 0:00;21/08/2015 0:00;ohioweddingmusic.com
B0_24260;30;7;ISO-8859-1;Apache/2.2.25 (Unix) mod_perl/2.0.5 Perl/v5.8.8;None;5035;None;None;10/08/1999 0:00;14/08/2015 0:00;pbase.com
B0_24261;80;12;iso-8859-1;Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips mod_auth_passthrough/2.1 mod_bwlimited/1.4;None;498;CA;BC;18/07/2003 0:00;8/08/2015 0:00;canadian-universities.net
B0_24262;66;11;iso-8859-1;Apache;None;425;None;None;13/08/2010 0:00;3/08/2016 0:00;cartographic-images.net
B0_24263;38;9;iso-8859-1;Apache/2.2.3 (CentOS);None;360;None;None;31/01/2005 0:00;2/01/2017 0:00;lareau-law.ca
B0_24264;49;11;UTF-8;mw2189.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24265;55;12;UTF-8;Jetty(9.0.z-SNAPSHOT);None;None;US;NY;12/03/1999 0:00;16/11/2016 0:00;about.com
B0_24266;43;9;UTF-8;mw2111.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24268;97;17;utf-8;None;private;41145;None;None;1/02/1994 0:00;28/04/2016 0:00;legacy.com
B0_24269;74;13;ISO-8859-1;Apache;None;None;US;UT;16/05/1995 0:00;21/10/2016 0:00;ancestry.com
B0_24270;53;10;UTF-8;Apache;"no-cache=""set-cookie""";33889;None;None;17/05/1998 0:00;15/04/2015 0:00;dzone.com
B0_24271;47;8;UTF-8;nginx;no-cache, no-store;None;US;CA;11/06/2003 0:00;18/10/2014 0:00;bandcamp.com
B0_24272;50;9;utf-8;Apache;private, max-age=300;3816;US;CA;27/10/1995 0:00;23/12/2009 0:00;chow.com
B0_24273;66;11;utf-8;nginx/1.10.1;max-age = 900;None;US;None;17/08/2000 0:00;20/06/2016 0:00;motorcyclistonline.com
B0_24274;26;6;UTF-8;Apache;max-age=2592000;6624;None;None;6/08/1998 0:00;5/08/2011 0:00;bungeeamerica.com
B0_24275;33;7;utf-8;Apache/2.4.7 (Ubuntu);no-cache, no-store, must-revalidate, post-check=0, pre-check=0;9108;US;CA;11/11/1997 0:00;6/11/2016 0:00;dantesinferno.com
B0_24276;75;12;UTF-8;LiteSpeed;None;None;None;None;27/07/2003 0:00;21/05/2014 0:00;privateschoolreview.com
B0_24277;61;10;us-ascii;Microsoft-HTTPAPI/2.0;None;324;US;WA;3/12/1996 0:00;23/02/2017 0:00;publicrecords.com
B0_24278;40;7;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;11917;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24279;46;8;ISO-8859-1;None;None;34;US;WA;13/01/2002 0:00;6/03/2017 0:00;areaconnect.com
B0_24280;46;9;UTF-8;GSE;no-cache, no-store, max-age=0, must-revalidate;8355;US;CA;31/07/2000 0:00;29/06/2016 0:00;blogspot.com
B0_24282;65;10;ISO-8859-1;Apache/2.2.21 (Unix);None;552;CA;QC;5/10/1994 0:00;11/02/2017 0:00;videotron.com
B0_24283;26;6;iso-8859-1;Apache;None;318;US;FL;5/06/2002 0:00;28/05/2015 0:00;themachinelab.com
B0_24284;64;12;ISO-8859-1;Apache;max-age=90360;19649;US;NY;30/12/2002 0:00;9/04/2014 0:00;metrolyrics.com
B0_24285;88;12;ISO-8859-1;Server;None;1179;US;NV;1/11/1994 0:00;30/04/2014 0:00;amazon.com
B0_24287;41;9;UTF-8;mw2240.codfw.wmnet;private, s-maxage=0, max-age=0, must-revalidate;None;US;CA;13/01/2001 0:12;12/12/2015 10:16;wikipedia.org
B0_24288;39;8;utf-8;YouTubeFrontEnd;no-cache;None;None;None;15/02/2005 0:00;14/01/2017 0:00;youtube.com
B0_24289;25;7;ISO-8859-1;nginx/1.12.0;None;None;None;None;22/11/2008 0:00;8/11/2016 0:00;robsummers.co.uk
B0_24290;35;7;utf-8;Apache/2.2.31 (Amazon);private, must-revalidate, max-age=0;None;US;NY;28/06/2004 0:00;12/04/2017 0:00;wikitree.com
B0_24291;21;6;us-ascii;Microsoft-HTTPAPI/2.0;None;324;CH;None;18/08/1996 4:00;25/10/2011 15:25;akdn.org
