URL;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;N11;N12;N13;N14;N15
B0_920;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_921;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_922;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_923;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_924;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_925;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_926;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_927;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_928;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_929;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_930;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_931;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_932;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_933;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_934;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_935;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_936;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_937;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_938;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_939;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_940;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_941;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_942;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_943;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_944;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_945;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_946;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_947;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_948;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_949;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_950;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_951;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_952;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_953;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_954;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_955;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_956;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_957;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_958;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_959;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_960;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_961;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_962;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_963;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_964;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_965;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_966;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_967;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_968;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_969;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_970;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_971;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_972;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_973;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_974;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_975;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_976;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_977;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_978;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_979;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_980;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_981;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_982;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_983;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_984;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_985;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_986;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_987;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_988;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_989;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_990;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_991;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_992;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_993;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_994;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_995;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_996;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_997;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_998;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_999;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1000;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1001;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1002;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1003;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1004;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1005;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1006;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1007;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1008;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1009;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1010;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1011;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1012;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1013;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1014;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1015;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1016;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1017;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1018;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1019;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1020;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1021;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1022;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1023;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1024;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1025;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1026;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1027;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1028;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1029;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1030;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1031;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1032;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1033;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1034;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1035;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1036;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1037;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1038;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1039;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1040;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1041;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1042;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1043;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1044;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1045;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1046;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1047;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1048;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1049;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1050;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1051;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1052;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1053;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1054;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1055;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1056;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1057;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1058;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1059;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1060;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1061;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1062;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1063;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1064;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1065;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1066;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1067;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1068;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1069;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1070;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1071;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1072;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1073;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1074;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1075;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1076;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1077;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1078;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1079;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1080;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1081;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1082;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1083;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1084;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1085;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1086;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1087;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1088;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1089;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1090;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1091;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1092;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1093;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1094;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1095;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1096;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1097;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1098;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1099;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1100;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1101;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1102;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1103;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1104;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1105;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1106;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1107;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1108;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1109;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1110;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1111;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1112;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1113;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1114;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1115;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1116;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1117;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1118;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1119;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1120;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1121;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1122;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1123;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1124;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1125;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1126;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1127;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1128;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1129;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1130;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1131;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1132;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1133;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1134;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1135;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1136;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1137;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1138;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1139;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1140;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1141;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1142;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1143;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1144;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1145;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1146;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1147;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1148;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1149;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1150;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1151;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1152;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1153;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1154;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1155;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1156;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1157;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1158;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1159;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1160;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1161;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1162;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1163;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1164;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1165;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1166;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1167;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1168;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1169;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1170;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1171;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1172;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1173;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1174;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1175;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1176;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1177;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1178;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1179;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1180;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1181;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1182;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1183;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1184;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1185;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1186;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1187;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1188;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1189;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1190;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1191;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1192;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1193;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1194;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1195;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1196;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1197;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1198;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1199;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1200;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1201;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1202;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1203;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1204;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1205;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1206;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1207;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1208;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1209;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1210;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1211;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1212;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1213;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1214;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1215;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1216;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1217;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1218;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1219;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1220;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1221;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1222;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1223;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1224;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1226;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1227;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1228;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1229;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1230;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1231;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1232;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1233;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1234;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1235;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1236;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1237;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1238;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1239;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1240;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1241;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1242;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1243;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1244;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1245;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1246;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1247;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1248;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1249;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1250;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1251;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1252;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1253;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1254;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1255;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1256;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1257;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1258;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1259;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1260;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1261;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1262;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1263;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1264;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1265;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1266;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1267;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1268;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1269;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1270;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1271;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1272;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1273;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1274;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1275;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1276;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1277;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1278;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
B0_1279;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0
