URL;URL_LENGTH;NUMBER_SPECIAL_CHARACTERS;CHARSET;SERVER;CACHE_CONTROL;CONTENT_LENGTH;WHOIS_COUNTRY;WHOIS_STATEPROV;WHOIS_REGDATE;UPDATE_DATE;WHITIN_DOMAIN;TCP_CONVERSATION_EXCHANGE;DIST_REMOTE_TCP_PORT;REMOTE_IPS;APP_BYTES;UDP_PACKETS;TCP_URG_PACKETS;SOURCE_APP_PACKETS;REMOTE_APP_PACKETS;SOURCE_APP_BYTES;REMOTE_APP_BYTES;DURATION;AVG_LOCAL_PKT_RATE;AVG_REMOTE_PKT_RATE;APP_PACKETS;DNS_QUERY_TIMES;TIPO
B0_615;56;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;ARIZONA;9/08/2002 18:13;3/04/2016 11:08;CLEVELANDFED.ORG;18;13;2;3354;0;0;24;18;8544;3810;15804799;NA;NA;24;6;BENIGNA
B0_616;44;8;UTF-8;NGINX;MAX-AGE=0, NO-CACHE, NO-STORE;10198;US;NEW YORK;28/06/2006 0:00;1/02/2013 0:00;PANJIVA.COM;17;12;4;2401;0;0;23;23;19291;2827;15824875;NA;NA;23;6;BENIGNA
B0_617;44;10;ISO-8859-1;APACHE;NA;360;US;CO;25/06/1997 0:00;26/03/2017 0:00;DELAFONT.COM;16;3;4;1480;0;0;20;23;10665;1776;NA;NA;NA;20;4;BENIGNA
B0_618;59;11;ISO-8859-1;CLOUDFLARE-NGINX;PRIVATE;NA;NL;ZH;12/09/2002 0:00;6/05/2015 0:00;SKYSCRAPERCITY.COM;9;0;2;1589;0;0;13;13;2404;1909;NA;NA;NA;13;4;BENIGNA
B0_62;160;29;UTF-8;NA;PUBLIC, MAX-AGE=300;36829;US;CA;14/08/1997 0:00;14/06/2016 0:00;PRESSBANNER.COM;19;3;7;2402;0;0;25;22;4491;2900;NA;NA;NA;25;6;BENIGNA
B0_620;59;10;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE;NA;US;WA;20/02/2006 0:00;22/02/2017 0:00;VIRTUALGLOBETROTTING.COM;10;1;3;1300;0;0;14;15;13818;1618;15982915;NA;NA;14;4;BENIGNA
B0_621;90;16;UTF-8;NGINX;MAX-AGE=0, PRIVATE, MUST-REVALIDATE;19793;US;IL;25/07/1995 0:00;22/03/2017 0:00;SUNTIMES.COM;38;1;9;3432;0;0;42;48;64807;3754;15995626;NA;NA;42;4;BENIGNA
B0_622;23;6;ISO-8859-1;APACHE;NA;3985;CA;AB;30/05/2002 0:00;31/05/2016 0:00;REEDATWOOD.COM;40;17;16;3285;0;0;46;45;12003;3729;16033702;NA;NA;46;6;BENIGNA
B0_624;38;7;ISO-8859-1;APACHE;MAX-AGE=86400;NA;US;CALIFORNIA;2/07/2010 0:00;25/04/2017 0:00;DICTIONARY30.COM;20;0;3;1578;0;0;24;24;20606;1890;16035867;NA;NA;24;4;BENIGNA
B0_625;57;11;ISO-8859-1;NGINX;NA;234;US;NY;2/12/2000 0:00;3/11/2016 0:00;NETGLIMSE.COM;21;6;13;1627;0;0;25;23;2044;1933;16073237;NA;NA;25;4;BENIGNA
B0_626;29;8;UTF-8;TENGINE;NA;NA;CN;ZHEJIANG;15/04/1999 0:00;20/06/2012 0:00;ALIBABA.COM;28;0;5;3183;0;0;36;33;24455;3777;NA;NA;NA;36;8;BENIGNA
B0_627;60;11;UTF-8;APACHE;MAX-AGE=279;40582;US;NY;20/05/1996 0:00;19/04/2017 0:00;NFL.COM;101;4;15;7002;0;0;107;79;172138;7422;16224231;NA;NA;107;6;BENIGNA
B0_629;92;15;UTF-8;NA;PRIVATE;37687;US;FL;1/02/1994 0:00;28/04/2016 0:00;LEGACY.COM;11;0;3;1358;0;0;17;16;9432;1798;16275773;NA;NA;17;6;BENIGNA
B0_631;39;9;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;64;56;5;7076;0;0;74;71;63630;7822;16278641;NA;NA;74;10;BENIGNA
B0_632;39;10;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;8507;US;ARIZONA;28/02/2008 0:00;24/04/2017 0:00;UMAPPER.COM;13;3;7;1313;0;0;17;18;1612;1605;NA;NA;NA;17;4;BENIGNA
B0_633;44;9;ISO-8859-1;BARISTA;NA;16525;US;CA;9/01/1998 0:00;4/01/2017 0:00;GO.COM;10;0;5;1197;0;0;14;15;1424;1503;16285075;NA;NA;14;4;BENIGNA
B0_634;52;11;UTF-8;NGINX;NA;NA;NA;NA;NA;NA;KAT.PH;21;0;8;2221;0;0;25;26;3809;2513;16319979;NA;NA;25;4;BENIGNA
B0_635;60;13;UTF-8;MW2113.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;38;32;3;4488;0;0;44;44;44959;4944;16320496;NA;NA;44;6;BENIGNA
B0_636;57;10;ISO-8859-1;APACHE;MAX-AGE=89240;21046;US;NY;30/12/2002 0:00;9/04/2014 0:00;METROLYRICS.COM;107;4;4;8986;0;0;111;148;234205;9294;NA;NA;NA;111;4;BENIGNA
B0_637;49;10;UTF-8;APACHE;PUBLIC, MAX-AGE=21600;6881;US;NY;26/07/1990 0:00;21/07/2016 0:00;INTEROP.COM;26;0;7;2270;0;0;30;24;10000;2562;16479034;NA;NA;30;4;BENIGNA
B0_638;28;8;UTF-8;APACHE;NA;NA;US;ARIZONA;24/04/2009 0:00;18/03/2017 0:00;BRLEADER.COM;6;0;3;632;0;0;8;8;593;776;NA;NA;NA;8;2;BENIGNA
B0_639;30;6;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;76;47;12;9007;0;0;88;44;23985;9891;16632855;NA;NA;88;12;BENIGNA
B0_64;46;10;ISO-8859-1;MICROSOFT-IIS;PRIVATE;8745;NA;NA;NA;NA;SPU.EDU;28;0;3;4364;0;0;30;22;22879;4498;2547716;NA;NA;30;2;BENIGNA
B0_641;44;8;UTF-8;SERVER;NA;NA;US;WA;5/01/1996 0:00;5/05/2016 0:00;IMDB.COM;18;0;3;2274;0;0;22;21;31811;2554;NA;NA;NA;22;4;BENIGNA
B0_642;29;6;UTF-8;APACHE;MAX-AGE=3, MUST-REVALIDATE, MAX-AGE=172800;7159;US;ARIZONA;30/05/2003 0:00;10/07/2015 0:00;AMERICANSTEELINC.COM;21;6;11;1515;0;0;23;18;1334;1675;16708001;NA;NA;23;2;BENIGNA
B0_643;67;11;UTF-8;APACHE;MAX-AGE=0;26117;US;CO;19/07/2004 14:56;1/02/2017 5:28;MEDLIBRARY.ORG;16;9;5;2381;0;0;20;24;5596;2675;16719199;NA;NA;20;4;BENIGNA
B0_644;39;9;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;62;50;5;6269;0;0;70;65;54988;6861;16771638;NA;NA;70;8;BENIGNA
B0_645;91;14;UTF-8;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE;9406;IE;CO. DUBLIN;11/08/2009 0:00;4/03/2017 0:00;PETINSURANCEIRELAND.COM;13;3;6;1591;0;0;17;15;1936;1931;16776499;NA;NA;17;4;BENIGNA
B0_646;37;8;UTF-8;NGINX;NA;135444;US;NY;2/11/1996 0:00;26/11/2014 0:00;NYMAG.COM;68;6;7;5207;0;0;70;88;247488;5345;16804797;NA;NA;70;2;BENIGNA
B0_648;49;10;UTF-8;SERVER;NO-CACHE;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;51;46;3;5413;0;0;57;61;64860;5841;NA;NA;NA;57;6;BENIGNA
B0_649;81;11;UTF-8;CLOUDFLARE-NGINX;MAX-AGE=2;NA;US;WA;7/04/2011 0:00;11/03/2017 0:00;MANUFACTUREDIRECTIONS.NET;23;2;6;2362;0;0;31;23;5472;3008;16981569;NA;NA;31;8;BENIGNA
B0_65;31;6;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;NA;NA;CALIFORNIACOLLEGES.EDU;18;14;3;2201;0;0;22;23;7756;2543;NA;NA;NA;22;4;BENIGNA
B0_650;47;9;ISO-8859-1;NA;NO-CACHE;6748;US;CALIFORNIA;28/11/1999 0:00;9/09/2013 0:00;PIPL.COM;33;2;8;3759;0;0;39;27;11243;4193;17001861;NA;NA;39;6;BENIGNA
B0_651;68;15;UTF-8;SERVER;NO-CACHE;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;47;37;6;5242;0;0;53;55;49446;5670;NA;NA;NA;53;6;BENIGNA
B0_652;33;7;UTF-8;JETTY(9.0.Z-SNAPSHOT);NA;NA;US;NY;12/03/1999 0:00;16/11/2016 0:00;ABOUT.COM;105;98;7;8692;0;0;111;130;179133;9172;NA;NA;NA;111;6;BENIGNA
B0_653;102;17;ISO-8859-1;APACHE;NA;NA;US;NY;1/04/2008 22:47;2/04/2017 1:35;LUCKYSHOW.ORG;48;11;11;3684;0;0;54;53;47558;4164;17050021;NA;NA;54;6;BENIGNA
B0_654;70;14;UTF-8;MICROSOFT-IIS;PRIVATE;13481;US;VA;15/12/1994 0:00;10/12/2016 0:00;NETSCAPE.COM;48;11;11;3684;0;0;54;53;47558;4164;17050021;NA;NA;54;6;BENIGNA
B0_655;67;13;UTF-8;JETTY(9.0.Z-SNAPSHOT);NA;NA;US;NY;12/03/1999 0:00;16/11/2016 0:00;ABOUT.COM;26;9;6;2154;0;0;28;34;29677;2310;NA;NA;NA;28;2;BENIGNA
B0_656;24;6;UTF-8;APACHE;NA;756;PA;PANAMA;2/07/1998 0:00;6/02/2017 0:00;HARDBUDDIES.COM;23;3;15;2485;0;0;27;28;9332;2799;NA;NA;NA;27;4;BENIGNA
B0_657;64;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;WA;3/12/1996 0:00;23/02/2017 0:00;PUBLICRECORDS.COM;26;6;5;3201;0;0;30;29;20250;3517;17143912;NA;NA;30;4;BENIGNA
B0_658;31;6;ISO-8859-1;APACHE;NO-STORE;NA;NA;NA;22/04/1997 0:00;22/02/2017 0:00;MYLIFE.COM;23;17;3;3981;0;0;29;27;9867;4417;NA;NA;NA;29;6;BENIGNA
B0_66;71;11;UTF-8;NGINX;PRIVATE, MAX-AGE=0, MUST-REVALIDATE;NA;PA;PANAMA;28/11/1999 0:00;4/04/2017 0:00;MUSICIANGUIDE.COM;28;4;5;2794;0;0;32;32;30923;3110;2565665;NA;NA;32;4;BENIGNA
B0_660;26;6;UTF-8;CLOUDFLARE-NGINX;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;US;WASHINGTON;23/10/1999 0:00;13/08/2016 0:00;AAANATIVEARTS.COM;7;0;2;984;0;0;11;12;1650;1300;NA;NA;NA;11;4;BENIGNA
B0_662;60;11;UTF-8;NA;NA;19671;US;CA;14/10/2001 0:00;18/12/2016 0:00;URBANDICTIONARY.COM;45;0;3;4192;0;0;53;54;62498;4834;17181889;NA;NA;53;8;BENIGNA
B0_663;49;10;ISO-8859-1;NGINX;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;1505;US;OHIO;8/01/2004 0:00;3/01/2017 0:00;MANTA.COM;43;11;15;5371;0;0;49;46;16215;5845;17217851;NA;NA;49;6;BENIGNA
B0_664;55;9;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;56;52;4;7621;0;0;66;74;58567;8357;17368183;NA;NA;66;10;BENIGNA
B0_665;54;10;UTF-8;MW2230.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;20518;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;43;38;5;5591;0;0;51;56;46553;6231;17371973;NA;NA;51;8;BENIGNA
B0_666;39;10;UTF-8;YOUTUBEFRONTEND;NO-CACHE;NA;US;CA;15/02/2005 0:00;14/01/2017 0:00;YOUTUBE.COM;57;49;5;5951;0;0;65;64;56509;6543;17380298;NA;NA;65;8;BENIGNA
B0_667;43;7;ISO-8859-1;APACHE;NA;497;GB;NA;11/11/2006 0:00;26/10/2016 0:00;VISIONSOFTHECITY.COM;45;3;7;4178;0;0;51;50;44810;4646;17385359;NA;NA;51;6;BENIGNA
B0_668;94;19;UTF-8;APACHE;NA;8404;US;MASSACHUSETTS;24/02/2008 18:32;25/02/2017 14:18;THREEPRESS.ORG;20;8;6;2976;0;0;26;23;8187;3476;17386411;NA;NA;26;6;BENIGNA
B0_669;71;12;UTF-8;DMS;NO-CACHE;318;FR;NA;15/03/2005 0:00;28/06/2016 0:00;DAILYMOTION.COM;25;3;5;3428;0;0;29;23;28007;3736;17415791;NA;NA;29;4;BENIGNA
B0_67;48;11;UTF-8;APACHE;NA;1371;NA;NA;28/04/2003 0:00;29/04/2016 0:00;JINNI.COM;26;2;8;2873;0;0;34;37;5727;3453;2571727;NA;NA;34;8;BENIGNA
B0_670;52;11;NA;MICROSOFT-IIS;NA;0;US;NJ;23/10/1994 0:00;1/11/2016 0:00;NJ.COM;19;0;4;1538;0;0;23;8;1121;1852;17566370;NA;NA;23;4;BENIGNA
B0_672;89;15;UTF-8;APACHE;NO-CACHE;19856;US;NY;18/01/1994 0:00;21/10/2016 0:00;NYTIMES.COM;73;58;6;6789;0;0;79;89;110553;7245;17567176;NA;NA;79;6;BENIGNA
B0_673;97;15;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;PA;19/04/2003 0:00;26/09/2013 0:00;THEFREELIBRARY.COM;40;32;7;5024;0;0;46;37;15154;5500;17573719;NA;NA;46;6;BENIGNA
B0_674;59;12;UTF-8;NGINX;NA;162;BS;NEW PROVIDENCE;6/11/2007 0:00;1/10/2016 0:00;BEEMP3.COM;22;12;5;3142;0;0;30;24;7684;3746;17574622;NA;NA;30;8;BENIGNA
B0_675;60;13;UTF-8;MICROSOFT-IIS;PRIVATE;NA;GB;LONDON;29/09/1998 0:00;9/04/2017 0:00;MUSICROOM.COM;23;12;5;3208;0;0;32;26;8206;3883;17574622;NA;NA;32;9;BENIGNA
B0_676;249;40;UTF-8;MICROSOFT-IIS;NO-CACHE, NO-STORE, MUST-REVALIDATE;24435;US;WISCONSIN;14/11/2008 0:00;20/11/2013 0:00;MEARSONLINEAUCTIONS.COM;19;6;11;2314;0;0;25;28;3039;2776;17606950;NA;NA;25;6;BENIGNA
B0_677;37;9;UTF-8;ATS;NA;616;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;18;5;10;2248;0;0;26;28;3605;2890;17606950;NA;NA;26;8;BENIGNA
B0_678;71;14;UTF-8;NGINX;NO-CACHE, MUST-REVALIDATE;337;NA;NA;NA;NA;WA.GOV;35;14;7;4515;0;0;43;28;12970;5105;17758152;NA;NA;43;8;BENIGNA
B0_679;63;11;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;31;13;8;5105;0;0;43;28;13437;5105;17758152;NA;NA;43;0;BENIGNA
B0_680;78;12;UTF-8;PIZZA;MAX-AGE=0,NO-CACHE, NO-STORE, MUST-REVALIDATE;13707;US;WA;16/11/1994 0:00;28/10/2015 0:00;CLASSMATES.COM;19;6;4;2781;1;0;24;24;18410;3085;NA;NA;NA;24;4;BENIGNA
B0_681;70;12;ISO-8859-1;NGINX;NA;NA;US;NV;23/07/1999 0:00;4/03/2017 0:00;PARISPOSTERS.COM;19;12;7;2506;0;0;23;27;7448;2810;17825911;NA;NA;23;4;BENIGNA
B0_682;50;11;UTF-8;APACHE;NA;435494;NA;NA;NA;NA;UMASS.EDU;226;6;6;15162;0;0;228;284;383760;15314;17834734;NA;NA;228;2;BENIGNA
B0_683;45;10;UTF-8;NA;NA;14947;US;NY;25/07/1998 0:00;5/03/2017 0:00;IGN.COM;19;0;3;1816;0;0;23;22;12138;2104;17835431;NA;NA;23;4;BENIGNA
B0_684;68;12;UTF-8;MW2197.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;12503;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;40;34;3;6020;0;0;48;45;37704;6628;17836099;NA;NA;48;8;BENIGNA
B0_685;40;8;ISO-8859-1;NGINX;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;WA;8/04/1996 0:00;18/11/2016 0:00;WHITEPAGES.COM;16;5;5;1615;0;0;20;23;25358;1931;17842376;NA;NA;20;4;BENIGNA
B0_686;45;9;ISO-8859-1;APACHE;NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;NA;AU;QUEENSLAND;22/03/2006 0:00;22/03/2017 0:00;FAMOUSWHY.COM;70;3;8;5631;1;0;77;65;82281;6091;17993342;NA;NA;77;6;BENIGNA
B0_687;46;10;UTF-8;APACHE;NA;NA;NA;NA;NA;NA;NEWGIRL.RO;15;5;11;1244;0;0;17;23;1616;1384;18037089;NA;NA;17;2;BENIGNA
B0_688;34;6;ISO-8859-1;APACHE;NO-STORE;NA;US;CA;22/04/1997 0:00;22/02/2017 0:00;MYLIFE.COM;24;20;2;4372;1;0;31;33;13095;4808;NA;NA;NA;31;6;BENIGNA
B0_689;46;8;US-ASCII;CLOUDFLARE-NGINX;NA;NA;US;ARIZONA;3/12/1999 0:00;6/10/2015 0:00;NEWSPAPERARCHIVE.COM;22;16;8;3094;0;0;26;27;7809;3414;NA;NA;NA;26;4;BENIGNA
B0_69;36;7;ISO-8859-1;APACHE;NA;231;NA;NA;9/02/2001 0:00;28/12/2016 0:00;CANDEAL.CA;7;0;2;730;0;0;9;11;1284;870;2573099;NA;NA;9;2;BENIGNA
B0_690;114;18;ISO-8859-1;NA;NA;36816;NL;NOORD-HOLLAND;8/02/1999 0:00;13/07/2014 0:00;OLX.COM;59;47;11;6945;0;0;71;71;62932;7895;18139722;NA;NA;71;12;BENIGNA
B0_691;45;9;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;UT;5/02/1999 0:00;16/06/2014 0:00;GENEALOGY.COM;28;10;9;2683;0;0;36;33;11690;3307;18143411;NA;NA;36;8;BENIGNA
B0_692;71;11;UTF-8;ATS;PRIVATE,NO-CACHE,MUST-REVALIDATE;NA;US;CA;18/01/1995 0:00;26/08/2015 0:00;YAHOO.COM;26;21;4;4488;1;0;35;35;14140;5084;18148578;NA;NA;35;8;BENIGNA
B0_693;98;18;UTF-8;NGINX;NA;NA;KG;KG;29/12/2007 0:00;14/11/2016 0:00;GLAMOURVANITY.COM;21;3;6;2038;0;0;25;14;1507;2354;18299382;NA;NA;25;4;BENIGNA
B0_694;48;10;UTF-8;APACHE;NA;58;US;CO;22/06/2014 0:00;22/06/2016 0:00;HORRORSTEW.COM;24;6;12;2634;0;0;28;26;4384;2932;NA;NA;NA;28;4;BENIGNA
B0_695;28;7;US-ASCII;MICROSOFT-HTTPAPI;NA;324;NA;NA;NA;NA;NSUOK.EDU;33;26;4;3590;0;0;39;48;30057;4064;18451221;NA;NA;39;6;BENIGNA
B0_696;52;11;ISO-8859-1;NGINX (OPENBSD);NO-STORE, NO-CACHE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;14863;HK;-;24/05/2010 0:00;25/07/2016 0:00;WAATP.COM;16;2;3;1364;0;0;18;23;16978;1502;18457593;NA;NA;18;2;BENIGNA
B0_697;40;8;UTF-8;NGINX;PRIVATE, MAX-AGE=584;15363;US;NY;8/05/1996 0:00;27/01/2017 0:00;CBSSPORTS.COM;20;5;9;2948;0;0;24;27;5557;3248;NA;NA;NA;24;4;BENIGNA
B0_698;31;8;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;FL;7/08/1996 0:00;14/05/2015 0:00;FRIESIAN.COM;103;0;3;7073;0;0;105;113;179439;7217;18468649;NA;NA;105;2;BENIGNA
B0_699;73;12;UTF-8;SERVER;NO-CACHE;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;49;43;4;5365;0;0;55;60;78671;5793;NA;NA;NA;55;6;BENIGNA
B0_7;63;10;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;18235;US;WA;10/10/2006 0:00;7/03/2017 0:00;LYRICSANIMAL.COM;4;1;2;583;0;0;6;8;737;735;716694;NA;NA;6;2;BENIGNA
B0_70;60;12;UTF-8;APACHE;PRIVATE;NA;NA;NA;16/05/2001 0:00;17/03/2016 0:00;CANARDSCANINS.CA;113;0;3;7746;0;0;117;134;229040;8062;2573752;NA;NA;117;4;BENIGNA
B0_701;36;7;UTF-8;APACHE;PRIVATE, MAX-AGE=0;11418;US;AZ;28/12/1999 0:00;28/12/2014 0:00;BOOKRAGS.COM;17;0;4;2319;0;0;21;21;14373;2615;18623912;NA;NA;21;4;BENIGNA
B0_703;40;6;ISO-8859-1;NA;NA;411;US;TX;2/03/1999 0:00;1/02/2017 0:00;MINERALWELLSINDEX.COM;14;1;3;1981;0;0;20;19;6759;2497;NA;NA;NA;20;6;BENIGNA
B0_704;25;6;ISO-8859-1;APACHE;NO-STORE;NA;US;CA;22/04/1997 0:00;22/02/2017 0:00;MYLIFE.COM;36;17;9;4737;0;0;42;35;10343;5173;NA;NA;NA;42;6;BENIGNA
B0_705;31;6;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE, MAX-AGE=0;NA;US;MD;30/12/2005 0:00;5/11/2015 0:00;CFOXCOMMUNICATIONS.COM;13;8;8;1355;1;0;16;16;1145;1519;NA;NA;NA;16;2;BENIGNA
B0_706;55;9;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;42;30;9;4861;0;0;48;44;43523;5301;18703633;NA;NA;48;6;BENIGNA
B0_707;71;14;UTF-8;SERVER;NO-CACHE, NO-TRANSFORM;NA;NA;NA;B;23/10/2013 0:00;AMAZON.CO.UK;19;14;4;2877;0;0;25;23;6649;3317;NA;NA;NA;25;6;BENIGNA
B0_708;50;14;ISO-8859-1;NA;MAX-AGE=30;NA;US;CA;9/01/1998 0:00;4/01/2017 0:00;GO.COM;20;2;5;1849;0;0;26;22;26589;2279;18856099;NA;NA;26;6;BENIGNA
B0_71;48;9;UTF-8;APACHE;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;46579;CA;ON;9/12/2003 0:00;22/10/2016 0:00;WIKIA.COM;113;0;3;7746;0;0;117;134;229040;8062;2573752;NA;NA;117;4;BENIGNA
B0_710;39;9;ISO-8859-1;NGINX;NA;121211;US;GA;22/09/1993 0:00;15/02/2017 0:00;CNN.COM;35;0;2;3234;1;0;38;38;129083;3384;18872077;NA;NA;38;2;BENIGNA
B0_711;30;7;UTF-8;AMAZONS3;NA;350;US;ARIZONA;13/07/2001 0:00;26/04/2015 0:00;FANBASE.COM;23;1;10;1902;0;0;27;26;2764;2194;NA;NA;NA;27;4;BENIGNA
B0_712;81;16;UTF-8;CLOUDFLARE-NGINX;NO-CACHE;NA;US;FL;12/02/1999 0:00;14/12/2016 0:00;POPMATTERS.COM;15;0;3;1894;0;0;19;20;7062;2198;NA;NA;NA;19;4;BENIGNA
B0_713;41;8;ISO-8859-1;NGINX;NA;NA;NA;NA;16/01/2016 0:00;13/03/2017 0:00;BENICIODELTORO.CA;1;0;1;54;0;0;1;2;124;54;NA;NA;NA;1;0;BENIGNA
B0_714;56;12;UTF-8;MW2228.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;8;3;3;847;0;0;16;18;1998;1435;18922960;NA;NA;16;8;BENIGNA
B0_716;55;9;ISO-8859-1;NA;PRIVATE, NO-CACHE, NO-STORE, MUST-REVALIDATE;NA;US;CA;29/03/1997 0:00;29/11/2016 0:00;FACEBOOK.COM;33;29;1;5665;0;0;43;36;19433;6401;18922960;NA;NA;43;10;BENIGNA
B0_717;35;7;UTF-8;GSE;NO-CACHE, NO-STORE, MAX-AGE=0, MUST-REVALIDATE;8813;US;CA;31/07/2000 0:00;29/06/2016 0:00;BLOGSPOT.COM;41;6;4;4769;0;0;45;42;69898;5119;18926374;NA;NA;45;4;BENIGNA
B0_718;59;11;ISO-8859-1;APACHE;NA;125;US;OREGON;21/11/1997 0:00;5/03/2017 0:00;WEBRING.COM;38;4;10;3936;0;0;44;46;29443;4404;18932767;NA;NA;44;6;BENIGNA
B0_719;126;19;UTF-8;APACHE;NO-CACHE, NO-STORE, MUST-REVALIDATE, POST-CHECK=0, PRE-CHECK=0;6244;CH;ZUG;22/06/1998 0:00;20/05/2016 0:00;SUPERLAWYERS.COM;10;0;4;1368;0;0;16;15;3046;1850;18934527;NA;NA;16;6;BENIGNA
B0_72;71;12;UTF-8;SERVER;NO-CACHE;NA;US;NV;1/11/1994 0:00;30/04/2014 0:00;AMAZON.COM;65;48;7;6391;0;0;71;77;83389;6819;NA;NA;NA;71;6;BENIGNA
B0_720;81;15;ISO-8859-1;APACHE;NA;NA;US;ILLINOIS;22/08/2003 0:00;26/12/2012 0:00;CITY-DATA.COM;17;0;3;2281;0;0;21;22;29619;2581;18935382;NA;NA;21;4;BENIGNA
B0_721;38;7;UTF-8;GSE;NO-CACHE, NO-STORE, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;31/07/2000 0:00;29/06/2016 0:00;BLOGSPOT.COM;42;20;4;4268;0;0;50;40;40666;4998;19086076;NA;NA;50;8;BENIGNA
B0_722;63;10;US-ASCII;MICROSOFT-HTTPAPI;NA;324;US;PA;5/06/2003 0:00;26/11/2014 0:00;THEFREEDICTIONARY.COM;35;19;11;3472;0;0;41;33;24847;3944;19139620;NA;NA;41;6;BENIGNA
B0_724;45;10;UTF-8;MW2233.CODFW.WMNET;PRIVATE, S-MAXAGE=0, MAX-AGE=0, MUST-REVALIDATE;NA;US;CA;13/01/2001 0:12;12/12/2015 10:16;WIKIPEDIA.ORG;33;29;2;5852;1;0;42;39;37285;6460;19149878;NA;NA;42;8;BENIGNA
B0_725;45;8;ISO-8859-1;APACHE;NA;NA;US;WASHINGTON;16/11/1999 0:00;5/11/2016 0:00;KAYAKONLINE.COM;26;16;5;3891;0;0;34;35;37000;4567;19156160;NA;NA;34;8;BENIGNA
B0_726;29;6;UTF-8;APACHE;NO-CACHE, MUST-REVALIDATE;NA;US;NEW MEXICO;10/01/2002 0:57;26/02/2014 23:35;NMNATURALHISTORY.ORG;24;1;3;2195;1;0;29;30;55576;2515;19160540;NA;NA;29;4;BENIGNA
B0_727;46;8;ISO-8859-1;APACHE;NA;333;US;MI;15/11/1998 0:00;23/12/2011 0:00;POLITICALGRAVEYARD.COM;125;0;1;8528;0;0;129;145;231799;8856;19168466;NA;NA;129;4;BENIGNA
B0_728;71;11;UTF-8;APACHE-COYOTE;MAX-AGE=300;13596;IN;TN;NA;NA;THEHINDUBUSINESSLINE.IN;7;2;4;1131;1;0;12;11;1747;1473;19177484;NA;NA;12;4;BENIGNA
B0_729;49;11;ISO-8859-1;APACHE;NA;1368;NA;NA;NA;NA;ITHACA.EDU;0;0;0;0;0;0;0;2;124;0;NA;NA;NA;0;0;BENIGNA
