URL;URL_LENGTH;SERVER;DURATION;TIPO
B0_2058;104;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_2165;104;NGINX;NA;BENIGNA
B0_613;104;NONE;15803279;BENIGNA
B0_906;104;NGINX;NA;BENIGNA
M0_113;105;APACHE;494764;MALIGNA
B0_114;105;APACHE;3165957;BENIGNA
B0_2102;105;APACHE;NA;BENIGNA
B0_935;105;APACHE;NA;BENIGNA
B0_1043;106;APACHE;NA;BENIGNA
B0_1281;106;NONE;NA;BENIGNA
B0_2249;106;APACHE;NA;BENIGNA
B0_313;106;MICROSOFT-HTTPAPI;7912539;BENIGNA
B0_526;106;APACHE;13223841;BENIGNA
B0_925;106;NGINX;NA;BENIGNA
B0_2236;107;APACHE;NA;BENIGNA
B0_1302;108;NGINX;NA;BENIGNA
B0_301;108;MICROSOFT-IIS;7718158;BENIGNA
B0_512;108;NGINX;NA;BENIGNA
B0_851;109;VARNISH;NA;BENIGNA
B0_872;109;NGINX;NA;BENIGNA
B0_1034;110;APACHE;NA;BENIGNA
B0_46;110;APACHE;NA;BENIGNA
B0_188;111;APACHE;4897587;BENIGNA
B0_466;112;APACHE;12111366;BENIGNA
B0_877;112;NGINX;NA;BENIGNA
B0_1120;113;APACHE;NA;BENIGNA
B0_2018;113;BOSTON.COM FRONTEND;NA;BENIGNA
B0_1135;114;NGINX;NA;BENIGNA
B0_2092;114;CLOUDFLARE-NGINX;NA;BENIGNA
B0_2252;114;CLOUDFLARE-NGINX;NA;BENIGNA
B0_690;114;NONE;18139722;BENIGNA
B0_1322;115;JETTY(9.0.Z-SNAPSHOT);NA;BENIGNA
B0_135;115;APACHE;3403680;BENIGNA
B0_411;115;NGINX;10099920;BENIGNA
B0_1014;116;NONE;NA;BENIGNA
B0_257;116;MICROSOFT-HTTPAPI;6428782;BENIGNA
B0_605;116;APACHE;15582979;BENIGNA
B0_166;117;NGINX;4231812;BENIGNA
B0_452;117;APACHE;NA;BENIGNA
B0_35;118;NGINX;NA;BENIGNA
B0_561;118;EBAY SERVER;NA;BENIGNA
B0_398;120;MICROSOFT-HTTPAPI;NA;BENIGNA
B0_529;120;APACHE;13335225;BENIGNA
M4_29;122;APACHE;NA;MALIGNA
M4_38;122;APACHE;NA;MALIGNA
B0_2149;122;MY ARSE;NA;BENIGNA
B0_425;122;APACHE;10715821;BENIGNA
M4_31;123;APACHE;NA;MALIGNA
M4_42;123;APACHE;NA;MALIGNA
B0_1015;123;APACHE;NA;BENIGNA
B0_143;123;NGINX;3508879;BENIGNA
B0_422;123;APACHE;NA;BENIGNA
B0_54;123;APACHE;2022278;BENIGNA
M4_53;124;APACHE;NA;MALIGNA
M4_59;124;APACHE;NA;MALIGNA
B0_103;125;NGINX;3107292;BENIGNA
M4_33;126;APACHE;NA;MALIGNA
M4_36;126;APACHE;NA;MALIGNA
M4_51;126;APACHE;NA;MALIGNA
M4_58;126;APACHE;NA;MALIGNA
B0_145;126;IDEAWEBSERVER;NA;BENIGNA
B0_2080;126;MICROSOFT-IIS;NA;BENIGNA
B0_719;126;APACHE;18934527;BENIGNA
B0_2226;128;APACHE;NA;BENIGNA
M4_37;129;APACHE;NA;MALIGNA
B0_2072;129;APACHE;NA;BENIGNA
M0_118;131;CLOUDFLARE-NGINX;NA;MALIGNA
M4_52;132;APACHE;NA;MALIGNA
M4_60;132;APACHE;NA;MALIGNA
M4_55;134;APACHE;NA;MALIGNA
M4_30;135;APACHE;NA;MALIGNA
M4_44;135;APACHE;NA;MALIGNA
M4_46;135;APACHE;NA;MALIGNA
B0_834;136;NONE;NA;BENIGNA
B0_1215;137;APACHE;NA;BENIGNA
B0_84;139;APACHE;2863707;BENIGNA
M4_50;140;APACHE;NA;MALIGNA
M4_34;141;APACHE;NA;MALIGNA
B0_583;141;ATS;15047760;BENIGNA
B0_744;141;OPENRESTY;19417652;BENIGNA
B0_531;142;APACHE;13645244;BENIGNA
M4_32;143;APACHE;NA;MALIGNA
M4_47;143;APACHE;NA;MALIGNA
B0_2233;143;AKAMAIGHOST;NA;BENIGNA
B0_412;144;APACHE;10250740;BENIGNA
M4_28;145;APACHE;NA;MALIGNA
M4_40;145;APACHE;NA;MALIGNA
M4_56;145;APACHE;NA;MALIGNA
B0_216;145;NONE;5644341;BENIGNA
M4_49;146;APACHE;NA;MALIGNA
M4_57;146;APACHE;NA;MALIGNA
B0_221;146;NGINX;NA;BENIGNA
B0_1361;149;NONE;NA;BENIGNA
M4_35;150;APACHE;NA;MALIGNA
M4_54;151;APACHE;NA;MALIGNA
B0_755;154;NONE;19801289;BENIGNA
M4_62;156;APACHE;NA;MALIGNA
B0_62;160;NONE;NA;BENIGNA
B0_2237;161;APACHE;NA;BENIGNA
B0_2099;169;CLOUDFLARE-NGINX;NA;BENIGNA
M4_43;170;APACHE;NA;MALIGNA
M4_61;173;APACHE;NA;MALIGNA
M4_39;178;APACHE;NA;MALIGNA
B0_156;183;MICROSOFT-IIS;3940025;BENIGNA
M4_45;194;APACHE;NA;MALIGNA
M4_48;194;APACHE;NA;MALIGNA
M4_41;198;APACHE;NA;MALIGNA
B0_162;201;APACHE;4002426;BENIGNA
B0_1152;234;CLOUDFLARE-NGINX;NA;BENIGNA
B0_676;249;MICROSOFT-IIS;17606950;BENIGNA
